symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
ONGC,INE213A01029,27/01/23,NSE,EQ,EQ,buy,FALSE,200,146.85,53040047,1.2E+15,2023-01-27T12:39:13
RECLTD,INE020B01018,27/01/23,NSE,EQ,EQ,buy,FALSE,100,113,79114388,1.3E+15,2023-01-27T12:53:14
RECLTD,INE020B01018,27/01/23,NSE,EQ,EQ,buy,FALSE,100,114.55,80163773,1.3E+15,2023-01-27T14:05:54
BHEL,INE257A01026,27/01/23,NSE,EQ,EQ,buy,FALSE,40,73.15,6112658,1E+15,2023-01-27T14:06:24
IDFCFIRSTB,INE092T01019,31/01/23,NSE,EQ,EQ,buy,FALSE,208,57.7,27024187,1.1E+15,2023-01-31T11:08:51
IDFCFIRSTB,INE092T01019,31/01/23,NSE,EQ,EQ,buy,FALSE,542,57.7,27024186,1.1E+15,2023-01-31T11:08:51
JSWSTEEL,INE019A01038,31/01/23,NSE,EQ,EQ,buy,FALSE,1,718.25,51826081,1.2E+15,2023-01-31T11:14:18
JSWSTEEL,INE019A01038,31/01/23,NSE,EQ,EQ,buy,FALSE,49,718.25,51826080,1.2E+15,2023-01-31T11:14:18
RBLBANK,INE976G01028,31/01/23,NSE,EQ,EQ,buy,FALSE,32,153.75,77064989,1.3E+15,2023-01-31T11:14:50
RBLBANK,INE976G01028,31/01/23,NSE,EQ,EQ,buy,FALSE,68,153.75,77064988,1.3E+15,2023-01-31T11:14:50
RBLBANK,INE976G01028,31/01/23,NSE,EQ,EQ,buy,FALSE,48,153.8,77072136,1.3E+15,2023-01-31T11:15:25
RBLBANK,INE976G01028,31/01/23,NSE,EQ,EQ,buy,FALSE,2,153.8,77072138,1.3E+15,2023-01-31T11:15:25
RBLBANK,INE976G01028,31/01/23,NSE,EQ,EQ,buy,FALSE,50,153.8,77072137,1.3E+15,2023-01-31T11:15:25
PFC,INE134E01011,31/01/23,NSE,EQ,EQ,buy,FALSE,150,140.3,51996962,1.2E+15,2023-01-31T11:30:33
PFC,INE134E01011,31/01/23,NSE,EQ,EQ,buy,FALSE,50,140.3,51996963,1.2E+15,2023-01-31T11:30:33
ICICIPRULI,INE726G01019,01/02/23,NSE,EQ,EQ,buy,FALSE,1,399.2,31172289,1.1E+15,2023-02-01T14:56:29
ICICIPRULI,INE726G01019,01/02/23,NSE,EQ,EQ,buy,FALSE,5,399.25,31172294,1.1E+15,2023-02-01T14:56:29
ICICIPRULI,INE726G01019,01/02/23,NSE,EQ,EQ,buy,FALSE,1,399.25,31172293,1.1E+15,2023-02-01T14:56:29
ICICIPRULI,INE726G01019,01/02/23,NSE,EQ,EQ,buy,FALSE,5,399.2,31172291,1.1E+15,2023-02-01T14:56:29
ICICIPRULI,INE726G01019,01/02/23,NSE,EQ,EQ,buy,FALSE,53,399.2,31172290,1.1E+15,2023-02-01T14:56:29
ICICIPRULI,INE726G01019,01/02/23,NSE,EQ,EQ,buy,FALSE,4,399.2,31172292,1.1E+15,2023-02-01T14:56:29
ICICIPRULI,INE726G01019,01/02/23,NSE,EQ,EQ,buy,FALSE,1,399.2,31172288,1.1E+15,2023-02-01T14:56:29
ICICIPRULI,INE726G01019,01/02/23,NSE,EQ,EQ,buy,FALSE,30,399.15,31172287,1.1E+15,2023-02-01T14:56:29
NFL,INE870D01012,01/02/23,NSE,EQ,EQ,buy,FALSE,100,62.15,55038878,1.2E+15,2023-02-01T14:56:49
RKFORGE,INE399G01023,01/02/23,NSE,EQ,EQ,buy,FALSE,1,264.95,80732476,1.3E+15,2023-02-01T14:57:09
RKFORGE,INE399G01023,01/02/23,NSE,EQ,EQ,buy,FALSE,10,265,80732477,1.3E+15,2023-02-01T14:57:09
RKFORGE,INE399G01023,01/02/23,NSE,EQ,EQ,buy,FALSE,89,265.05,80732478,1.3E+15,2023-02-01T14:57:09
RECLTD,INE020B01018,01/02/23,NSE,EQ,EQ,buy,FALSE,100,117.3,80770259,1.3E+15,2023-02-01T14:58:35
RBLBANK,INE976G01028,01/02/23,NSE,EQ,EQ,buy,FALSE,50,148.7,81114913,1.3E+15,2023-02-01T15:10:08
UNICHEMLAB,INE351A01035,07/02/23,NSE,EQ,EQ,buy,FALSE,2,312.05,77237149,1.3E+15,2023-02-07T11:45:21
UNICHEMLAB,INE351A01035,07/02/23,NSE,EQ,EQ,buy,FALSE,1,312,77237147,1.3E+15,2023-02-07T11:45:21
UNICHEMLAB,INE351A01035,07/02/23,NSE,EQ,EQ,buy,FALSE,7,312.05,77237148,1.3E+15,2023-02-07T11:45:21
GAIL,INE129A01019,07/02/23,NSE,EQ,EQ,buy,FALSE,50,95.8,27964754,1.1E+15,2023-02-07T12:36:34
BANKBARODA,INE028A01039,08/02/23,NSE,EQ,EQ,buy,FALSE,100,168.85,984609,1E+15,2023-02-08T09:40:56
AUBANK,INE949L01017,08/02/23,NSE,EQ,EQ,buy,FALSE,50,650.1,987364,1E+15,2023-02-08T09:41:03
WIPRO,INE075A01022,08/02/23,NSE,EQ,EQ,buy,FALSE,1,404.2,75656495,1.3E+15,2023-02-08T09:41:11
WIPRO,INE075A01022,08/02/23,NSE,EQ,EQ,buy,FALSE,19,404.25,75656496,1.3E+15,2023-02-08T09:41:11
INFY,INE009A01021,08/02/23,NSE,EQ,EQ,buy,FALSE,4,1582.15,25593008,1.1E+15,2023-02-08T09:41:17
INFY,INE009A01021,08/02/23,NSE,EQ,EQ,buy,FALSE,6,1582.15,25593007,1.1E+15,2023-02-08T09:41:17
TECHM,INE669C01036,08/02/23,NSE,EQ,EQ,buy,FALSE,20,1018.3,76907493,1.3E+15,2023-02-08T11:20:57
TECHM,INE669C01036,08/02/23,NSE,EQ,EQ,buy,FALSE,20,1020.25,76941526,1.3E+15,2023-02-08T11:24:22
COROMANDEL,INE169A01031,09/02/23,NSE,EQ,EQ,buy,FALSE,1,925.95,3235458,1E+15,2023-02-09T12:33:51
COROMANDEL,INE169A01031,09/02/23,NSE,EQ,EQ,buy,FALSE,3,925.95,3235456,1E+15,2023-02-09T12:33:51
COROMANDEL,INE169A01031,09/02/23,NSE,EQ,EQ,buy,FALSE,12,925.95,3235457,1E+15,2023-02-09T12:33:51
COROMANDEL,INE169A01031,09/02/23,NSE,EQ,EQ,buy,FALSE,1,925.95,3235459,1E+15,2023-02-09T12:33:51
COROMANDEL,INE169A01031,09/02/23,NSE,EQ,EQ,buy,FALSE,1,926,3235460,1E+15,2023-02-09T12:33:51
COROMANDEL,INE169A01031,09/02/23,NSE,EQ,EQ,buy,FALSE,12,926,3235461,1E+15,2023-02-09T12:33:51
ASIANPAINT,INE021A01026,09/02/23,NSE,EQ,EQ,buy,FALSE,5,2797.35,3241341,1E+15,2023-02-09T12:34:12
ASIANPAINT,INE021A01026,09/02/23,NSE,EQ,EQ,buy,FALSE,4,2797.35,3241342,1E+15,2023-02-09T12:34:12
ASIANPAINT,INE021A01026,09/02/23,NSE,EQ,EQ,buy,FALSE,6,2797.35,3241343,1E+15,2023-02-09T12:34:12
IDFCFIRSTB,INE092T01019,13/02/23,BSE,EQ,A,sell,FALSE,10,57.5,1893400,1.67626E+18,2023-02-13T10:07:54
IDFCFIRSTB,INE092T01019,13/02/23,BSE,EQ,A,sell,FALSE,740,57.45,1893800,1.67626E+18,2023-02-13T10:07:54
DELTACORP,INE124G01033,13/02/23,NSE,EQ,EQ,buy,FALSE,100,205,26468218,1.1E+15,2023-02-13T10:46:05
BALAJITELE,INE794B01026,13/02/23,NSE,EQ,EQ,buy,FALSE,2,44.75,3090837,1E+15,2023-02-13T12:41:23
BALAJITELE,INE794B01026,13/02/23,NSE,EQ,EQ,buy,FALSE,1,44.75,3090838,1E+15,2023-02-13T12:41:23
BALAJITELE,INE794B01026,13/02/23,NSE,EQ,EQ,buy,FALSE,96,44.8,3090841,1E+15,2023-02-13T12:41:23
BALAJITELE,INE794B01026,13/02/23,NSE,EQ,EQ,buy,FALSE,100,44.8,3090839,1E+15,2023-02-13T12:41:23
BALAJITELE,INE794B01026,13/02/23,NSE,EQ,EQ,buy,FALSE,1,44.8,3090840,1E+15,2023-02-13T12:41:23
BALAJITELE,INE794B01026,13/02/23,NSE,EQ,EQ,sell,FALSE,30,44.7,3097707,1E+15,2023-02-13T12:42:14
BALAJITELE,INE794B01026,13/02/23,NSE,EQ,EQ,sell,FALSE,9,44.6,3097713,1E+15,2023-02-13T12:42:14
BALAJITELE,INE794B01026,13/02/23,NSE,EQ,EQ,sell,FALSE,100,44.6,3097712,1E+15,2023-02-13T12:42:14
BALAJITELE,INE794B01026,13/02/23,NSE,EQ,EQ,sell,FALSE,24,44.6,3097711,1E+15,2023-02-13T12:42:14
BALAJITELE,INE794B01026,13/02/23,NSE,EQ,EQ,sell,FALSE,10,44.65,3097710,1E+15,2023-02-13T12:42:14
BALAJITELE,INE794B01026,13/02/23,NSE,EQ,EQ,sell,FALSE,2,44.65,3097709,1E+15,2023-02-13T12:42:14
BALAJITELE,INE794B01026,13/02/23,NSE,EQ,EQ,sell,FALSE,25,44.65,3097708,1E+15,2023-02-13T12:42:14
RBLBANK,INE976G01028,13/02/23,BSE,EQ,A,sell,FALSE,250,163.55,3810600,1.67627E+18,2023-02-13T13:01:09
VOLTAS,INE226A01021,13/02/23,NSE,EQ,EQ,buy,FALSE,2,849.95,78121169,1.3E+15,2023-02-13T14:12:50
VOLTAS,INE226A01021,13/02/23,NSE,EQ,EQ,buy,FALSE,1,849.95,78121168,1.3E+15,2023-02-13T14:12:50
VOLTAS,INE226A01021,13/02/23,NSE,EQ,EQ,buy,FALSE,1,849.95,78121167,1.3E+15,2023-02-13T14:12:50
VOLTAS,INE226A01021,13/02/23,NSE,EQ,EQ,buy,FALSE,1,849.95,78121166,1.3E+15,2023-02-13T14:12:50
VOLTAS,INE226A01021,13/02/23,NSE,EQ,EQ,buy,FALSE,1,849.95,78121165,1.3E+15,2023-02-13T14:12:50
VOLTAS,INE226A01021,13/02/23,NSE,EQ,EQ,buy,FALSE,1,849.95,78121164,1.3E+15,2023-02-13T14:12:50
VOLTAS,INE226A01021,13/02/23,NSE,EQ,EQ,buy,FALSE,1,849.95,78121163,1.3E+15,2023-02-13T14:12:50
VOLTAS,INE226A01021,13/02/23,NSE,EQ,EQ,buy,FALSE,1,849.95,78121162,1.3E+15,2023-02-13T14:12:50
VOLTAS,INE226A01021,13/02/23,NSE,EQ,EQ,buy,FALSE,1,849.95,78121161,1.3E+15,2023-02-13T14:12:50
VOLTAS,INE226A01021,13/02/23,NSE,EQ,EQ,buy,FALSE,1,849.95,78121160,1.3E+15,2023-02-13T14:12:50
VOLTAS,INE226A01021,13/02/23,NSE,EQ,EQ,buy,FALSE,1,849.95,78121159,1.3E+15,2023-02-13T14:12:50
VOLTAS,INE226A01021,13/02/23,NSE,EQ,EQ,buy,FALSE,13,849.95,78121158,1.3E+15,2023-02-13T14:12:50
RECLTD,INE020B01018,14/02/23,NSE,EQ,EQ,buy,FALSE,100,111.95,76194933,1.3E+15,2023-02-14T10:24:36
RKFORGE,INE399G01023,14/02/23,NSE,EQ,EQ,sell,FALSE,4,277.4,78389383,1.3E+15,2023-02-14T14:31:20
RKFORGE,INE399G01023,14/02/23,NSE,EQ,EQ,sell,FALSE,21,277.3,78389389,1.3E+15,2023-02-14T14:31:20
RKFORGE,INE399G01023,14/02/23,NSE,EQ,EQ,sell,FALSE,11,277.3,78389388,1.3E+15,2023-02-14T14:31:20
RKFORGE,INE399G01023,14/02/23,NSE,EQ,EQ,sell,FALSE,26,277.3,78389387,1.3E+15,2023-02-14T14:31:20
RKFORGE,INE399G01023,14/02/23,NSE,EQ,EQ,sell,FALSE,1,277.35,78389386,1.3E+15,2023-02-14T14:31:20
RKFORGE,INE399G01023,14/02/23,NSE,EQ,EQ,sell,FALSE,2,277.4,78389385,1.3E+15,2023-02-14T14:31:20
RKFORGE,INE399G01023,14/02/23,NSE,EQ,EQ,sell,FALSE,5,277.4,78389384,1.3E+15,2023-02-14T14:31:20
RKFORGE,INE399G01023,14/02/23,NSE,EQ,EQ,sell,FALSE,30,277.4,78389382,1.3E+15,2023-02-14T14:31:20
MOTHERSON,INE775A01035,15/02/23,NSE,EQ,EQ,buy,FALSE,100,80.1,53573912,1.2E+15,2023-02-15T15:21:18
MOTHERSON,INE775A01035,15/02/23,NSE,EQ,EQ,buy,FALSE,97,80.1,53573913,1.2E+15,2023-02-15T15:21:18
MOTHERSON,INE775A01035,15/02/23,NSE,EQ,EQ,buy,FALSE,53,80.1,53573911,1.2E+15,2023-02-15T15:21:18
TECHM,INE669C01036,16/02/23,NSE,EQ,EQ,buy,FALSE,2,1128.5,76562986,1.3E+15,2023-02-16T10:54:07
TECHM,INE669C01036,16/02/23,NSE,EQ,EQ,buy,FALSE,17,1128.5,76562985,1.3E+15,2023-02-16T10:54:07
TECHM,INE669C01036,16/02/23,NSE,EQ,EQ,buy,FALSE,1,1128.55,76562987,1.3E+15,2023-02-16T10:54:07
COALINDIA,INE522F01014,16/02/23,NSE,EQ,EQ,buy,FALSE,250,214.8,1901078,1E+15,2023-02-16T10:56:06
KOTAKBANK,INE237A01028,16/02/23,NSE,EQ,EQ,buy,FALSE,10,1797.15,51478285,1.2E+15,2023-02-16T10:57:30
KOTAKBANK,INE237A01028,16/02/23,NSE,EQ,EQ,buy,FALSE,10,1797.1,51478284,1.2E+15,2023-02-16T10:57:30
KOTAKBANK,INE237A01028,16/02/23,NSE,EQ,EQ,buy,FALSE,2,1797.25,51478286,1.2E+15,2023-02-16T10:57:30
KOTAKBANK,INE237A01028,16/02/23,NSE,EQ,EQ,buy,FALSE,8,1797.05,51478283,1.2E+15,2023-02-16T10:57:30
TECHM,INE669C01036,16/02/23,NSE,EQ,EQ,buy,FALSE,20,1134.45,76709411,1.3E+15,2023-02-16T11:07:43
ABFRL,INE647O01011,16/02/23,NSE,EQ,EQ,buy,FALSE,30,259.9,2916040,1E+15,2023-02-16T12:28:26
NIACL,INE470Y01017,16/02/23,NSE,EQ,EQ,buy,FALSE,46,108.2,53421409,1.2E+15,2023-02-16T14:17:32
NIACL,INE470Y01017,16/02/23,NSE,EQ,EQ,buy,FALSE,75,108.2,53421410,1.2E+15,2023-02-16T14:17:32
NIACL,INE470Y01017,16/02/23,NSE,EQ,EQ,buy,FALSE,129,108.2,53421411,1.2E+15,2023-02-16T14:17:32
ICICIPRULI,INE726G01019,16/02/23,NSE,EQ,EQ,sell,FALSE,47,428.25,29358512,1.1E+15,2023-02-16T15:23:08
ICICIPRULI,INE726G01019,16/02/23,NSE,EQ,EQ,sell,FALSE,53,428.25,29358511,1.1E+15,2023-02-16T15:23:08
NFL,INE870D01012,16/02/23,BSE,EQ,A,sell,FALSE,100,64.7,116012200,1.67654E+18,2023-02-16T15:28:12
ICICIPRULI,INE726G01019,16/02/23,NSE,EQ,EQ,buy,FALSE,20,427.5,29470177,1.1E+15,2023-02-16T15:28:43
ICICIPRULI,INE726G01019,16/02/23,NSE,EQ,EQ,buy,FALSE,70,427.5,29470178,1.1E+15,2023-02-16T15:28:43
ICICIPRULI,INE726G01019,16/02/23,NSE,EQ,EQ,buy,FALSE,10,427.5,29470176,1.1E+15,2023-02-16T15:28:43
TECHM,INE669C01036,17/02/23,BSE,EQ,A,sell,FALSE,40,1114.2,503200,1.6766E+18,2023-02-17T09:24:18
NIACL,INE470Y01017,17/02/23,NSE,EQ,EQ,buy,FALSE,36,105.95,51093983,1.2E+15,2023-02-17T10:23:52
NIACL,INE470Y01017,17/02/23,NSE,EQ,EQ,buy,FALSE,53,105.95,51093982,1.2E+15,2023-02-17T10:23:52
NIACL,INE470Y01017,17/02/23,NSE,EQ,EQ,buy,FALSE,161,106,51093984,1.2E+15,2023-02-17T10:23:52
RAYMOND,INE301A01014,17/02/23,NSE,EQ,EQ,buy,FALSE,15,1351.55,78491430,1.3E+15,2023-02-17T14:56:27
RAYMOND,INE301A01014,17/02/23,NSE,EQ,EQ,buy,FALSE,5,1351.55,78491439,1.3E+15,2023-02-17T14:56:27
RAYMOND,INE301A01014,17/02/23,NSE,EQ,EQ,buy,FALSE,2,1351.55,78491438,1.3E+15,2023-02-17T14:56:27
RAYMOND,INE301A01014,17/02/23,NSE,EQ,EQ,buy,FALSE,5,1351.55,78491437,1.3E+15,2023-02-17T14:56:27
RAYMOND,INE301A01014,17/02/23,NSE,EQ,EQ,buy,FALSE,6,1351.55,78491436,1.3E+15,2023-02-17T14:56:27
RAYMOND,INE301A01014,17/02/23,NSE,EQ,EQ,buy,FALSE,2,1351.55,78491435,1.3E+15,2023-02-17T14:56:27
RAYMOND,INE301A01014,17/02/23,NSE,EQ,EQ,buy,FALSE,1,1351.55,78491434,1.3E+15,2023-02-17T14:56:27
RAYMOND,INE301A01014,17/02/23,NSE,EQ,EQ,buy,FALSE,5,1351.55,78491433,1.3E+15,2023-02-17T14:56:27
RAYMOND,INE301A01014,17/02/23,NSE,EQ,EQ,buy,FALSE,6,1351.55,78491432,1.3E+15,2023-02-17T14:56:27
RAYMOND,INE301A01014,17/02/23,NSE,EQ,EQ,buy,FALSE,2,1351.55,78491429,1.3E+15,2023-02-17T14:56:27
RAYMOND,INE301A01014,17/02/23,NSE,EQ,EQ,buy,FALSE,1,1351.55,78491431,1.3E+15,2023-02-17T14:56:27
ABFRL,INE647O01011,17/02/23,NSE,EQ,EQ,buy,FALSE,43,262,3713117,1E+15,2023-02-17T14:59:55
ABFRL,INE647O01011,17/02/23,NSE,EQ,EQ,buy,FALSE,2,261.95,3713116,1E+15,2023-02-17T14:59:55
ABFRL,INE647O01011,17/02/23,NSE,EQ,EQ,buy,FALSE,25,262.15,3762404,1E+15,2023-02-17T15:03:04
GMRINFRA,INE776C01039,17/02/23,NSE,EQ,EQ,buy,FALSE,1000,39.65,28759282,1.1E+15,2023-02-17T15:21:16
BERGEPAINT,INE463A01038,17/02/23,NSE,EQ,EQ,buy,FALSE,20,569,4078678,1E+15,2023-02-17T15:23:09
ICICIPRULI,INE726G01019,17/02/23,BSE,EQ,A,sell,FALSE,31,416.3,4206900,1.67663E+18,2023-02-17T15:28:25
ICICIPRULI,INE726G01019,17/02/23,BSE,EQ,A,sell,FALSE,43,416.4,4206700,1.67663E+18,2023-02-17T15:28:25
ICICIPRULI,INE726G01019,17/02/23,BSE,EQ,A,sell,FALSE,10,416.5,4206300,1.67663E+18,2023-02-17T15:28:25
ICICIPRULI,INE726G01019,17/02/23,BSE,EQ,A,sell,FALSE,9,416.6,4206100,1.67663E+18,2023-02-17T15:28:25
ICICIPRULI,INE726G01019,17/02/23,BSE,EQ,A,sell,FALSE,1,416.65,4205900,1.67663E+18,2023-02-17T15:28:25
ICICIPRULI,INE726G01019,17/02/23,BSE,EQ,A,sell,FALSE,6,417,4205700,1.67663E+18,2023-02-17T15:28:25
VOLTAS,INE226A01021,21/02/23,NSE,EQ,EQ,buy,FALSE,30,880.5,76384528,1.3E+15,2023-02-21T10:47:31
LTTS,INE010V01017,21/02/23,NSE,EQ,EQ,buy,FALSE,20,3755,51173291,1.2E+15,2023-02-21T10:48:39
METROPOLIS,INE112L01020,21/02/23,NSE,EQ,EQ,buy,FALSE,2,1365,51185400,1.2E+15,2023-02-21T10:50:12
METROPOLIS,INE112L01020,21/02/23,NSE,EQ,EQ,buy,FALSE,20,1365,51185399,1.2E+15,2023-02-21T10:50:12
METROPOLIS,INE112L01020,21/02/23,NSE,EQ,EQ,buy,FALSE,8,1365,51185398,1.2E+15,2023-02-21T10:50:12
METROPOLIS,INE112L01020,21/02/23,NSE,EQ,EQ,buy,FALSE,5,1365,51185401,1.2E+15,2023-02-21T10:50:12
ABFRL,INE647O01011,21/02/23,NSE,EQ,EQ,buy,FALSE,100,250,1483489,1E+15,2023-02-21T10:57:07
GAIL,INE129A01019,23/02/23,BSE,EQ,A,sell,FALSE,50,98.2,5068200,1.67713E+18,2023-02-23T14:43:25
INFIBEAM,INE483S01020,23/02/23,BSE,EQ,A,sell,FALSE,500,16.65,110064000,1.67715E+18,2023-02-23T15:20:33
VOLTAS,INE226A01021,01/03/23,NSE,EQ,EQ,buy,FALSE,3,895.65,76228803,1.3E+15,2023-03-01T10:21:47
VOLTAS,INE226A01021,01/03/23,NSE,EQ,EQ,buy,FALSE,42,895.7,76228804,1.3E+15,2023-03-01T10:21:47
HINDCOPPER,INE531E01026,01/03/23,NSE,EQ,EQ,buy,FALSE,56,99.95,26128262,1.1E+15,2023-03-01T10:22:31
HINDCOPPER,INE531E01026,01/03/23,NSE,EQ,EQ,buy,FALSE,144,99.95,26128263,1.1E+15,2023-03-01T10:22:31
IEX,INE022Q01020,02/03/23,NSE,EQ,EQ,buy,FALSE,184,148.1,25564505,1.1E+15,2023-03-02T09:42:32
IEX,INE022Q01020,02/03/23,NSE,EQ,EQ,buy,FALSE,16,148.1,25564506,1.1E+15,2023-03-02T09:42:32
IEX,INE022Q01020,02/03/23,NSE,EQ,EQ,buy,FALSE,200,148,25695937,1.1E+15,2023-03-02T09:52:20
GODREJPROP,INE484J01027,02/03/23,NSE,EQ,EQ,buy,FALSE,6,1122.25,25709865,1.1E+15,2023-03-02T09:53:34
GODREJPROP,INE484J01027,02/03/23,NSE,EQ,EQ,buy,FALSE,29,1122.25,25709866,1.1E+15,2023-03-02T09:53:34
GODREJPROP,INE484J01027,02/03/23,NSE,EQ,EQ,buy,FALSE,15,1122.5,25709867,1.1E+15,2023-03-02T09:53:34
MOTHERSON,INE775A01035,02/03/23,NSE,EQ,EQ,buy,FALSE,250,80.9,51297280,1.2E+15,2023-03-02T11:07:23
IEX,INE022Q01020,03/03/23,NSE,EQ,EQ,buy,FALSE,200,145.95,28232165,1.1E+15,2023-03-03T14:22:44
CENTRALBK,INE483A01010,03/03/23,NSE,EQ,EQ,buy,FALSE,1000,27.35,4124128,1E+15,2023-03-03T14:26:15
ASIANPAINT,INE021A01026,06/03/23,NSE,EQ,EQ,buy,FALSE,2,2858,1299442,1E+15,2023-03-06T09:58:38
ASIANPAINT,INE021A01026,06/03/23,NSE,EQ,EQ,buy,FALSE,1,2858,1299439,1E+15,2023-03-06T09:58:38
ASIANPAINT,INE021A01026,06/03/23,NSE,EQ,EQ,buy,FALSE,8,2858,1299438,1E+15,2023-03-06T09:58:38
ASIANPAINT,INE021A01026,06/03/23,NSE,EQ,EQ,buy,FALSE,3,2858,1299441,1E+15,2023-03-06T09:58:38
ASIANPAINT,INE021A01026,06/03/23,NSE,EQ,EQ,buy,FALSE,1,2858,1299440,1E+15,2023-03-06T09:58:38
INFY,INE009A01021,06/03/23,BSE,EQ,A,buy,FALSE,20,1501.35,2168500,1.67807E+18,2023-03-06T10:05:17
INFY,INE009A01021,06/03/23,BSE,EQ,A,buy,FALSE,20,1505,2309600,1.67807E+18,2023-03-06T10:10:34
GODREJPROP,INE484J01027,08/03/23,BSE,EQ,A,sell,FALSE,10,1169.3,2379000,1.67825E+18,2023-03-08T12:45:04
GODREJPROP,INE484J01027,08/03/23,BSE,EQ,A,sell,FALSE,40,1169.25,2379300,1.67825E+18,2023-03-08T12:45:04
ONGC,INE213A01029,10/03/23,BSE,EQ,A,sell,FALSE,200,155.45,27000,1.67842E+18,2023-03-10T09:15:03
RECLTD,INE020B01018,10/03/23,BSE,EQ,A,sell,FALSE,400,124.1,313600,1.67842E+18,2023-03-10T09:16:06
PFC,INE134E01011,10/03/23,BSE,EQ,A,sell,FALSE,4,166.8,361700,1.67842E+18,2023-03-10T09:19:57
PFC,INE134E01011,10/03/23,BSE,EQ,A,sell,FALSE,196,166.8,370800,1.67842E+18,2023-03-10T09:20:04
TECHM,INE669C01036,10/03/23,NSE,EQ,EQ,buy,FALSE,5,1049.9,75942291,1.3E+15,2023-03-10T09:58:56
TECHM,INE669C01036,10/03/23,NSE,EQ,EQ,buy,FALSE,1,1049.9,75942292,1.3E+15,2023-03-10T09:58:56
TECHM,INE669C01036,10/03/23,NSE,EQ,EQ,buy,FALSE,34,1049.9,75942293,1.3E+15,2023-03-10T09:58:56
TECHM,INE669C01036,10/03/23,NSE,EQ,EQ,buy,FALSE,20,1049.4,75952738,1.3E+15,2023-03-10T09:59:45
RECLTD,INE020B01018,10/03/23,BSE,EQ,A,buy,FALSE,134,122.8,2815100,1.67842E+18,2023-03-10T10:03:07
RECLTD,INE020B01018,10/03/23,BSE,EQ,A,buy,FALSE,266,122.75,2814900,1.67842E+18,2023-03-10T10:03:07
ONGC,INE213A01029,10/03/23,BSE,EQ,A,buy,FALSE,200,155.5,1079400,1.67842E+18,2023-03-10T10:03:20
PFC,INE134E01011,10/03/23,BSE,EQ,A,buy,FALSE,108,166.8,1446600,1.67842E+18,2023-03-10T10:03:20
PFC,INE134E01011,10/03/23,BSE,EQ,A,buy,FALSE,92,166.75,1446400,1.67842E+18,2023-03-10T10:03:20
GAIL,INE129A01019,10/03/23,NSE,EQ,EQ,buy,FALSE,100,110.1,26673530,1.1E+15,2023-03-10T11:05:22
GAIL,INE129A01019,10/03/23,NSE,EQ,EQ,buy,FALSE,395,110.1,26673529,1.1E+15,2023-03-10T11:05:22
GAIL,INE129A01019,10/03/23,NSE,EQ,EQ,buy,FALSE,5,110.1,26673531,1.1E+15,2023-03-10T11:05:22
RECLTD,INE020B01018,10/03/23,BSE,EQ,A,buy,FALSE,100,122.8,6352000,1.67843E+18,2023-03-10T13:13:26
PFC,INE134E01011,13/03/23,BSE,EQ,A,sell,FALSE,193,164.45,1918800,1.67868E+18,2023-03-13T10:29:36
PFC,INE134E01011,13/03/23,BSE,EQ,A,sell,FALSE,7,164.5,1918400,1.67868E+18,2023-03-13T10:29:36
TECHM,INE669C01036,13/03/23,NSE,EQ,EQ,sell,FALSE,100,1150,76601962,1.3E+15,2023-03-13T10:49:52
TECHM,INE669C01036,13/03/23,NSE,EQ,EQ,buy,FALSE,100,1143.55,76888421,1.3E+15,2023-03-13T11:18:53
TECHM,INE669C01036,13/03/23,NSE,EQ,EQ,sell,FALSE,65,1148,77741638,1.3E+15,2023-03-13T12:53:44
TECHM,INE669C01036,13/03/23,NSE,EQ,EQ,sell,FALSE,35,1148,77741639,1.3E+15,2023-03-13T12:53:44
TECHM,INE669C01036,15/03/23,NSE,EQ,EQ,buy,FALSE,1,1120,75309529,1.3E+15,2023-03-15T09:25:27
TECHM,INE669C01036,15/03/23,NSE,EQ,EQ,buy,FALSE,29,1120.3,75309530,1.3E+15,2023-03-15T09:25:27
RBLBANK,INE976G01028,15/03/23,NSE,EQ,EQ,buy,FALSE,500,148,75511196,1.3E+15,2023-03-15T09:37:04
CANBK,INE476A01014,15/03/23,NSE,EQ,EQ,buy,FALSE,500,288.2,546609,1E+15,2023-03-15T09:37:08
PFC,INE134E01011,15/03/23,NSE,EQ,EQ,buy,FALSE,500,163.5,50672257,1.2E+15,2023-03-15T09:49:21
OBEROIRLTY,INE093I01010,15/03/23,NSE,EQ,EQ,buy,FALSE,100,865.9,52166235,1.2E+15,2023-03-15T12:23:33
IEX,INE022Q01020,15/03/23,NSE,EQ,EQ,sell,FALSE,5,151.4,29028299,1.1E+15,2023-03-15T15:06:22
IEX,INE022Q01020,15/03/23,NSE,EQ,EQ,sell,FALSE,520,151.4,29028301,1.1E+15,2023-03-15T15:06:22
IEX,INE022Q01020,15/03/23,NSE,EQ,EQ,sell,FALSE,75,151.4,29028300,1.1E+15,2023-03-15T15:06:22
PETRONET,INE347G01014,16/03/23,NSE,EQ,EQ,buy,FALSE,200,238,53787213,1.2E+15,2023-03-16T14:16:44
NFL,INE870D01012,16/03/23,NSE,EQ,EQ,buy,FALSE,1000,72,54169344,1.2E+15,2023-03-16T14:50:06
COALINDIA,INE522F01014,16/03/23,BSE,EQ,A,buy,FALSE,250,220.65,5999000,1.67895E+18,2023-03-16T15:23:21
